,customer_id,age,is_premium_user,total_visits,avg_session_time,pages_per_session,email_open_rate,email_click_rate,total_spent,avg_order_value,discount_used,support_tickets,refund_requested,delivery_delay_days,satisfaction_score,nps_score,marketing_spend_per_user,lifetime_value,last_3_month_purchase_freq,churn,signup_date_year,signup_date_month,signup_date_day,signup_date_day_of_week,last_purchase_date_year,last_purchase_date_month,last_purchase_date_day,last_purchase_date_day_of_week,customer_tenure_days,spending_per_visit,support_burden
discount_used,0.0031130015584824823,0.00276003783660228,0.009205846336699497,-0.0014703265515171099,-0.0011894443988926854,0.009741159528128204,-0.008307534933623148,-0.018471460114443478,-0.0198244130328697,-0.021285726619585013,1.0,0.010192702926506123,0.004418666776070827,0.007242660011167682,0.002433692838800377,0.0036933497233804977,-0.0025886111218962893,0.0052158333918349295,-0.002022157839808062,0.00026492067752837897,0.0025380527893125115,0.004879606001548796,0.001030502487103961,0.003148004738986321,-0.005163047735278449,-0.011922991264006045,-0.01635403977785716,0.0013442266562111284,-0.010505018028219517,-0.022136585477588375,0.00857265473482269
support_tickets,-0.0018416603476280394,-0.0019002929895673944,0.0068394915620795345,0.0016517439470890567,0.003990284703106203,0.010640647415073623,0.001097049607776736,-0.01221299903473231,-0.0068928714914572664,-0.00023850553360736,0.010192702926506123,1.0,0.006445503040733076,0.011472468447236126,0.0022929955096901633,-0.0019485316250535067,-0.003959531541913578,0.007162580598711497,-0.0010377519099870483,0.12791004812025775,-0.01237663446230288,0.006538212365795651,-0.0039061488863593526,0.01189751984580865,0.010170386614905534,0.007641845973459684,-0.012976052143404929,-0.01087456173743318,0.01634568324715495,-0.007007641560911716,0.8808649392305044
refund_requested,-0.013184407706711455,-0.0020259832303529055,0.0006559482680207041,0.000672605069450857,-0.004294498275169331,-0.0056003041264949,0.011947516573690765,0.0036140199424097353,-0.0049833189236458695,0.0023946137332123097,0.004418666776070827,0.006445503040733076,1.0,-0.0048771601321398895,0.000577969536091816,-0.005812255993730694,-0.016630245406909126,-0.0039798963461828134,0.002524478071942814,-0.006958789096266704,-0.005953799578500279,0.0035312661361270596,0.007214828522714246,0.012446646784699748,8.917083584946159e-05,0.0036314852340741765,0.008269969699715553,-0.006822287611729384,0.004863261926707825,-0.0038890572741945902,0.003899509435918709
delivery_delay_days,-0.01420498372112293,0.0009975862467752519,-0.00915707679010912,0.003964517758113703,-0.005944619977472819,0.012495143848593545,-0.0032033304591143267,0.012926081500243686,0.004782729680602786,0.0060013505340627046,0.007242660011167682,0.011472468447236126,-0.0048771601321398895,1.0,-2.7614744626513854e-05,-0.0034111171453069973,0.006127292932600946,0.002475885366981694,0.004087372510378223,0.0016025402994034495,-0.0022791399672106986,-0.0018733793106450202,-0.007899559126756607,0.0002715873108037967,0.0010257863918644871,-0.0023866708454163056,0.0064542719902283534,-0.004602082171041669,0.002571956086472449,0.00173375230406873,0.005128613814177368
satisfaction_score,0.0006148277901424607,0.0006842617991005564,-0.0018659865473590865,-0.008584157102857648,-0.00866734932366738,-0.013392220009081513,0.0005698991154475456,0.0032103873407329344,0.005756800626391445,-0.014652612475976183,0.002433692838800377,0.0022929955096901633,0.000577969536091816,-2.7614744626513854e-05,1.0,-0.008801196506432839,-0.00986184989012819,-0.01780151550501068,0.003684121523144991,-0.2997753202324783,0.004115774772519026,-0.0041980782583101684,-0.023132502066925034,-0.003932161590988149,0.00590901242921411,-0.006963126665119269,-0.003762331742192534,0.007802739363829632,4.6367870535413095e-05,0.008142693876278582,0.004321195903435766
nps_score,0.0005640146421470849,-0.011489515298290731,-0.00688224985580201,0.002222325638047239,-0.00281072070922535,0.001997435902825064,-0.008692935835915794,-0.013208330341491669,0.0004943988453627668,0.004173260330627916,0.0036933497233804977,-0.0019485316250535067,-0.005812255993730694,-0.0034111171453069973,-0.008801196506432839,1.0,-0.02141970713387011,-0.0017103915579637756,0.01409068740232757,0.005748833303654916,0.00839698686345024,-0.003851304156792129,-0.007803665825778144,0.0007776130617484184,-0.012949510401348523,-0.0034111647800336865,-0.0020458568974513064,-0.0031585780163794585,-0.014558758150462748,1.2278599908196253e-05,-0.00618679110263114
marketing_spend_per_user,0.004482636334958981,0.001515977602849162,0.012422620676724437,0.005589180068190515,-0.009693522147347537,0.004104957638929974,0.008149092414117196,0.000312034464937709,0.017104193213965453,0.0006190169802345961,-0.0025886111218962893,-0.003959531541913578,-0.016630245406909126,0.006127292932600946,-0.00986184989012819,-0.02141970713387011,1.0,-0.0009252134554292654,0.0010563452275791604,-0.007314779176338299,-0.004346646332345479,0.004875814539741556,0.004798262653289199,0.003784784540541653,-0.001420365456265591,0.0020030187866231695,-0.002669847818234563,0.005985381932557091,0.0016226890476398936,0.013172537773723979,-0.009103900378412896
lifetime_value,0.0031199794328055316,-0.008450719782403518,0.006788144328094803,-0.0037506535618948306,-0.0005360678631256599,0.0024676200176345768,0.004333120602672934,-0.021961681555182168,-0.0029824778286912422,-0.004245150857265538,0.0052158333918349295,0.007162580598711497,-0.0039798963461828134,0.002475885366981694,-0.01780151550501068,-0.0017103915579637756,-0.0009252134554292654,1.0,0.006995708755239036,0.0062503823373901745,-0.002151540651671874,-0.005663598500114308,-0.004879024176666894,-0.0076606275321172215,-0.0009742318940297309,-0.0066101208149978285,-0.00418343792843601,0.000908704162064148,0.0007052535141902943,0.00019110166707556606,0.012421685548038085
last_3_month_purchase_freq,0.0019059226797170773,-0.01658228866871386,0.0004880978591535821,-0.007208499755234824,-0.000131922697884957,-0.003138864515588123,-0.016969787549263062,-0.0010701274753916145,0.0008362905135839421,0.0002011493060154562,-0.002022157839808062,-0.0010377519099870483,0.002524478071942814,0.004087372510378223,0.003684121523144991,0.01409068740232757,0.0010563452275791604,0.006995708755239036,1.0,0.0015902215932842028,0.0032754653733736154,-0.0013417612136160456,-0.00471260305523729,0.009460244304945414,0.011814688771268731,-0.016667969104873805,-0.004813969228322436,0.0001199110108634053,0.00033148206965136174,-0.0007631828394955734,0.0055600834667712895
churn,0.012208440394967171,0.003858007611061954,-0.005496049681627459,0.013212061402072817,0.012198402141640436,0.005870899359851361,-0.008439165597504147,-0.0017521103898377613,-0.15852546362685466,-0.001479509376281222,0.00026492067752837897,0.12791004812025775,-0.006958789096266704,0.0016025402994034495,-0.2997753202324783,0.005748833303654916,-0.007314779176338299,0.0062503823373901745,0.0015902215932842028,1.0,0.007179846766469248,-0.0004737196712025279,0.02054461209603338,0.0017014364865945277,0.017747817246406325,-0.014856680005081937,-0.0018676448496461383,-0.007203385092127301,0.0007469185018561465,-0.15077625073188491,0.10653002153299396
signup_date_year,0.0034020438463416972,-0.004466899412563647,0.006169121961252254,0.0014969765343641039,-0.009418196378244956,-0.017520269883916695,-0.0007778831321586726,0.0035831025140206306,-0.004211399172773658,-0.004693556437296533,0.0025380527893125115,-0.01237663446230288,-0.005953799578500279,-0.0022791399672106986,0.004115774772519026,0.00839698686345024,-0.004346646332345479,-0.002151540651671874,0.0032754653733736154,0.007179846766469248,1.0,-0.17194261253104198,-0.00963735255186242,-0.0023347657457381127,0.012802859159208674,-0.0008970514082682643,0.012091012384148994,0.015275846804179169,-0.7295810828967055,-0.002113250134501035,-0.013466717267410945
signup_date_month,0.007736939138045129,0.0083804585949778,-0.008988970889180513,-0.0031723773772022474,0.002824464846087859,0.002284520823446394,0.003368317395486599,-0.0062151985811249935,0.0015927781862872623,-0.0023724661480433716,0.004879606001548796,0.006538212365795651,0.0035312661361270596,-0.0018733793106450202,-0.0041980782583101684,-0.003851304156792129,0.004875814539741556,-0.005663598500114308,-0.0013417612136160456,-0.0004737196712025279,-0.17194261253104198,1.0,0.009884285675946182,-0.0026166429033079963,-0.00563286071314954,-0.003449513820732463,-0.007937825304198834,0.002404146511209464,-0.14294853913806085,6.592947400622992e-07,0.0038625612428357073
signup_date_day,-0.004180484325470326,-0.0071826120485087045,0.005767029358242849,-0.010804850095221662,0.01562921102648802,0.006343165170853107,-0.0019979233248753033,-0.005149047229746961,-0.006656309937537841,0.005910261676051208,0.001030502487103961,-0.0039061488863593526,0.007214828522714246,-0.007899559126756607,-0.023132502066925034,-0.007803665825778144,0.004798262653289199,-0.004879024176666894,-0.00471260305523729,0.02054461209603338,-0.00963735255186242,0.009884285675946182,1.0,0.010413186868195744,0.011336459602718342,-0.011277390148928047,-0.015145720655650103,0.002000444575495959,-0.015375437698757025,-0.0005899628645025534,0.009106698597726384
signup_date_day_of_week,-0.0004728761691025434,-0.005117156048912204,0.009466801522638107,0.010058827478143515,0.0033851747607306724,0.008082150871315703,0.00023261721880151186,-0.0011724267757553715,0.013223681756137792,-0.00667430976565146,0.003148004738986321,0.01189751984580865,0.012446646784699748,0.0002715873108037967,-0.003932161590988149,0.0007776130617484184,0.003784784540541653,-0.0076606275321172215,0.009460244304945414,0.0017014364865945277,-0.0023347657457381127,-0.0026166429033079963,0.010413186868195744,1.0,0.01842194968369876,0.0020355236711081573,-0.014034515644549248,-0.012215774597214289,0.0141412283532322,0.013154260683927893,0.012049578630992423
last_purchase_date_year,-0.002370136221548764,0.012513419942627474,0.0057243139839520864,-0.0036097108401815536,0.0012131147447973936,-0.0056975287263780405,-0.01706497736956517,-0.015203699849511447,0.008507683362299338,0.000768413063085942,-0.005163047735278449,0.010170386614905534,8.917083584946159e-05,0.0010257863918644871,0.00590901242921411,-0.012949510401348523,-0.001420365456265591,-0.0009742318940297309,0.011814688771268731,0.017747817246406325,0.012802859159208674,-0.00563286071314954,0.011336459602718342,0.01842194968369876,1.0,-0.24038059118191882,-0.03744506326425511,0.00940242122750304,0.5490658278912315,0.010406703394663248,0.012679687068862543
last_purchase_date_month,0.00045637279557261086,-0.0027829256855825962,-0.012040882245052526,0.009315442532994793,-0.005907860327080129,-0.001254022522608029,0.0011547152634340694,0.015451726441316968,0.0006110030344676828,-0.008973323911997996,-0.011922991264006045,0.007641845973459684,0.0036314852340741765,-0.0023866708454163056,-0.006963126665119269,-0.0034111647800336865,0.0020030187866231695,-0.0066101208149978285,-0.016667969104873805,-0.014856680005081937,-0.0008970514082682643,-0.003449513820732463,-0.011277390148928047,0.0020355236711081573,-0.24038059118191882,1.0,0.02121074303164557,0.0013001983817109322,0.144757750737386,0.0013678301629016312,0.006145556152942029
last_purchase_date_day,-0.013451153828800164,-0.008562556193739777,0.004101100860778236,-0.002740330740585687,-0.007796618815018708,0.00015494786601161594,0.007347426831411989,0.007563831939467876,0.00402188030648101,-0.009602902663080426,-0.01635403977785716,-0.012976052143404929,0.008269969699715553,0.0064542719902283534,-0.003762331742192534,-0.0020458568974513064,-0.002669847818234563,-0.00418343792843601,-0.004813969228322436,-0.0018676448496461383,0.012091012384148994,-0.007937825304198834,-0.015145720655650103,-0.014034515644549248,-0.03744506326425511,0.02121074303164557,1.0,-0.009561794888038168,-0.00042718363337891863,0.0013489404717703004,-0.008820484340041495
last_purchase_date_day_of_week,0.0007287199648259694,-0.004565762793794745,0.012002982632571902,-0.01251690170576987,-0.0012169175765662718,-0.0024081108234908794,0.007016631650847136,-0.005022487448619036,0.0041424658005288885,-0.009453162945580998,0.0013442266562111284,-0.01087456173743318,-0.006822287611729384,-0.004602082171041669,0.007802739363829632,-0.0031585780163794585,0.005985381932557091,0.000908704162064148,0.0001199110108634053,-0.007203385092127301,0.015275846804179169,0.002404146511209464,0.002000444575495959,-0.012215774597214289,0.00940242122750304,0.0013001983817109322,-0.009561794888038168,1.0,-0.00661995023589524,0.005692153847677869,-0.003722093100957737
customer_tenure_days,-0.0063859606816054305,0.008247417648976275,-0.00233066153129171,0.000337214986974919,0.0050793951052708515,0.009051027740394632,-0.010497627288642715,-0.005859474066408402,0.008689654636878942,0.0018487343087640763,-0.010505018028219517,0.01634568324715495,0.004863261926707825,0.002571956086472449,4.6367870535413095e-05,-0.014558758150462748,0.0016226890476398936,0.0007052535141902943,0.00033148206965136174,0.0007469185018561465,-0.7295810828967055,-0.14294853913806085,-0.015375437698757025,0.0141412283532322,0.5490658278912315,0.144757750737386,-0.00042718363337891863,-0.00661995023589524,1.0,0.008690325528200107,0.01887237772400342
spending_per_visit,-0.01222358006447703,0.17926368194344286,-0.0010887770785565074,-0.29924156636874066,0.00045663186061429694,-0.009040431326794817,0.0009645890708940507,0.016956642821743743,0.9046159494430593,-0.0013399324773386548,-0.022136585477588375,-0.007007641560911716,-0.0038890572741945902,0.00173375230406873,0.008142693876278582,1.2278599908196253e-05,0.013172537773723979,0.00019110166707556606,-0.0007631828394955734,-0.15077625073188491,-0.002113250134501035,6.592947400622992e-07,-0.0005899628645025534,0.013154260683927893,0.010406703394663248,0.0013678301629016312,0.0013489404717703004,0.005692153847677869,0.008690325528200107,1.0,0.12208924480145583
support_burden,-0.007585571156849453,-0.005139141431734803,0.0005214403688137655,-0.3464720473189929,0.001310900229596204,0.012565504359638645,0.0016203477706875323,-0.010311821853904276,-0.007553609570305568,0.004289743899885486,0.00857265473482269,0.8808649392305044,0.003899509435918709,0.005128613814177368,0.004321195903435766,-0.00618679110263114,-0.009103900378412896,0.012421685548038085,0.0055600834667712895,0.10653002153299396,-0.013466717267410945,0.0038625612428357073,0.009106698597726384,0.012049578630992423,0.012679687068862543,0.006145556152942029,-0.008820484340041495,-0.003722093100957737,0.01887237772400342,0.12208924480145583,1.0
